code_insee,dep,nom_commune,epci_siren,epci_nom,epci_nature,epci_nb_communes,pop_commune,apl_generaliste,apl_gen_moins60,densite_cardio_100k,densite_dermato_100k,densite_gyneco_100k,densite_ophtalmo_100k
78381,78,Maulette,247800550,CC du Pays Houdanais (CCPH),CC,36,1054,2.125,1.583,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78382,78,Maurecourt,249500109,CA de Cergy-Pontoise,CA,13,4399,2.922,1.838,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78383,78,Maurepas,200058782,CA de Saint Quentin en Yvelines,CA,12,19960,2.55,1.615,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78384,78,Médan,200059889,CU Grand Paris Seine et Oise,CU,73,1305,2.647,1.645,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78385,78,Ménerville,200071074,CC Les Portes de l'Ile de France,CC,18,218,1.559,0.874,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78389,78,Méré,247800618,CC Coeur d'Yvelines,CC,31,1695,2.349,1.539,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78391,78,Méricourt,200059889,CU Grand Paris Seine et Oise,CU,73,378,0.769,0.407,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78396,78,Le Mesnil-le-Roi,200058519,CA Saint Germain Boucles de Seine,CA,19,6340,1.564,0.946,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78397,78,Le Mesnil-Saint-Denis,200033173,CC de la Haute Vallée de Chevreuse,CC,10,7103,3.204,2.022,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78398,78,Les Mesnuls,247800618,CC Coeur d'Yvelines,CC,31,893,2.128,1.322,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78401,78,Meulan-en-Yvelines,200059889,CU Grand Paris Seine et Oise,CU,73,8996,2.562,1.225,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78402,78,Mézières-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,3874,3.759,1.968,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78403,78,Mézy-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,2261,1.891,0.888,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78404,78,Millemont,247800618,CC Coeur d'Yvelines,CC,31,278,2.138,1.47,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78406,78,Milon-la-Chapelle,200033173,CC de la Haute Vallée de Chevreuse,CC,10,292,2.78,1.793,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78407,78,Mittainville,200073344,CA Rambouillet Territoires,CA,36,650,2.703,1.371,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78410,78,Moisson,200071074,CC Les Portes de l'Ile de France,CC,18,913,0.504,0.282,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78413,78,Mondreville,247800550,CC du Pays Houdanais (CCPH),CC,36,390,1.794,1.278,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78415,78,Montainville,200034130,CC Gally Mauldre,CC,11,560,1.919,1.162,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78416,78,Montalet-le-Bois,200059889,CU Grand Paris Seine et Oise,CU,73,321,1.994,1.169,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78417,78,Montchauvet,247800550,CC du Pays Houdanais (CCPH),CC,36,285,1.048,0.819,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78418,78,Montesson,200058519,CA Saint Germain Boucles de Seine,CA,19,14606,1.308,0.762,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78420,78,Montfort-l'Amaury,247800618,CC Coeur d'Yvelines,CC,31,2790,2.243,1.432,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78423,78,Montigny-le-Bretonneux,200058782,CA de Saint Quentin en Yvelines,CA,12,32150,2.938,1.95,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78431,78,Morainvilliers,200059889,CU Grand Paris Seine et Oise,CU,73,3102,2.733,1.627,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78437,78,Mousseaux-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,680,0.638,0.331,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78439,78,Mulcent,247800550,CC du Pays Houdanais (CCPH),CC,36,117,1.08,0.811,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78440,78,Les Mureaux,200059889,CU Grand Paris Seine et Oise,CU,73,34151,2.333,1.112,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78442,78,Neauphle-le-Château,247800618,CC Coeur d'Yvelines,CC,31,3295,2.545,1.829,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78443,78,Neauphle-le-Vieux,247800618,CC Coeur d'Yvelines,CC,31,924,2.394,1.625,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78444,78,Neauphlette,200071074,CC Les Portes de l'Ile de France,CC,18,872,1.396,0.858,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78451,78,Nézel,200059889,CU Grand Paris Seine et Oise,CU,73,1111,2.726,1.477,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78455,78,Noisy-le-Roi,247800584,CA Versailles Grand Parc (CAVGP),CA,18,7597,2.772,1.746,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78460,78,Oinville-sur-Montcient,200059889,CU Grand Paris Seine et Oise,CU,73,1113,1.982,1.057,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78464,78,Orcemont,200073344,CA Rambouillet Territoires,CA,36,983,3.534,2.363,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78465,78,Orgerus,247800550,CC du Pays Houdanais (CCPH),CC,36,2484,1.676,1.222,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78466,78,Orgeval,200059889,CU Grand Paris Seine et Oise,CU,73,7092,3.48,2.169,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78470,78,Orphin,200073344,CA Rambouillet Territoires,CA,36,879,4.082,2.601,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78472,78,Orsonville,200073344,CA Rambouillet Territoires,CA,36,325,2.6,1.612,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78474,78,Orvilliers,247800550,CC du Pays Houdanais (CCPH),CC,36,935,1.318,1.033,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78475,78,Osmoy,247800550,CC du Pays Houdanais (CCPH),CC,36,407,1.697,1.132,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78478,78,Paray-Douaville,200073344,CA Rambouillet Territoires,CA,36,216,2.335,1.327,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78481,78,Le Pecq,200058519,CA Saint Germain Boucles de Seine,CA,19,15858,2.6,1.477,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78484,78,Perdreauville,200059889,CU Grand Paris Seine et Oise,CU,73,669,1.718,0.971,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78486,78,Le Perray-en-Yvelines,200073344,CA Rambouillet Territoires,CA,36,6515,2.919,1.782,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78490,78,Plaisir,200058782,CA de Saint Quentin en Yvelines,CA,12,31971,3.115,2.025,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78497,78,Poigny-la-Forêt,200073344,CA Rambouillet Territoires,CA,36,930,3.218,1.892,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78498,78,Poissy,200059889,CU Grand Paris Seine et Oise,CU,73,40792,2.64,1.599,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78499,78,Ponthévrard,200073344,CA Rambouillet Territoires,CA,36,700,2.983,1.522,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78501,78,Porcheville,200059889,CU Grand Paris Seine et Oise,CU,73,3167,3.735,1.966,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78502,78,Le Port-Marly,200058519,CA Saint Germain Boucles de Seine,CA,19,5583,3.126,1.863,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78505,78,Prunay-le-Temple,247800550,CC du Pays Houdanais (CCPH),CC,36,410,1.175,0.82,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78506,78,Prunay-en-Yvelines,200073344,CA Rambouillet Territoires,CA,36,820,3.414,2.142,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78513,78,La Queue-les-Yvelines,247800618,CC Coeur d'Yvelines,CC,31,2505,2.4,1.636,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78516,78,Raizeux,200073344,CA Rambouillet Territoires,CA,36,990,3.14,1.733,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78517,78,Rambouillet,200073344,CA Rambouillet Territoires,CA,36,27145,2.967,2.114,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78518,78,Rennemoulin,247800584,CA Versailles Grand Parc (CAVGP),CA,18,107,2.7,1.63,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78520,78,Richebourg,247800550,CC du Pays Houdanais (CCPH),CC,36,1571,1.613,1.299,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78522,78,Rochefort-en-Yvelines,200073344,CA Rambouillet Territoires,CA,36,897,3.366,1.922,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78528,78,Rolleboise,200059889,CU Grand Paris Seine et Oise,CU,73,351,1.016,0.525,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78530,78,Rosay,247800550,CC du Pays Houdanais (CCPH),CC,36,386,1.664,1.028,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78531,78,Rosny-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,7041,1.519,0.818,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78536,78,Sailly,200059889,CU Grand Paris Seine et Oise,CU,73,335,1.966,1.158,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78537,78,Saint-Arnoult-en-Yvelines,200073344,CA Rambouillet Territoires,CA,36,5854,1.948,1.036,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78545,78,Saint-Cyr-l'École,247800584,CA Versailles Grand Parc (CAVGP),CA,18,20451,3.277,2.308,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78548,78,Saint-Forget,200033173,CC de la Haute Vallée de Chevreuse,CC,10,445,2.442,1.629,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78550,78,Saint-Germain-de-la-Grange,247800618,CC Coeur d'Yvelines,CC,31,1842,1.889,1.239,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78551,78,Saint-Germain-en-Laye,200058519,CA Saint Germain Boucles de Seine,CA,19,45286,2.509,1.477,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78557,78,Saint-Hilarion,200073344,CA Rambouillet Territoires,CA,36,988,3.469,2.102,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78558,78,Saint-Illiers-la-Ville,200071074,CC Les Portes de l'Ile de France,CC,18,356,1.027,0.518,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78559,78,Saint-Illiers-le-Bois,200071074,CC Les Portes de l'Ile de France,CC,18,448,1.179,0.734,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78561,78,Saint-Lambert,200033173,CC de la Haute Vallée de Chevreuse,CC,10,448,3.16,2.085,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78562,78,Saint-Léger-en-Yvelines,200073344,CA Rambouillet Territoires,CA,36,1462,1.134,0.689,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78564,78,Saint-Martin-de-Bréthencourt,200073344,CA Rambouillet Territoires,CA,36,688,2.055,1.057,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78565,78,Saint-Martin-des-Champs,247800550,CC du Pays Houdanais (CCPH),CC,36,304,1.546,1.011,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78567,78,Saint-Martin-la-Garenne,200059889,CU Grand Paris Seine et Oise,CU,73,947,1.814,1.002,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78569,78,Sainte-Mesme,200073344,CA Rambouillet Territoires,CA,36,910,2.784,1.349,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78571,78,Saint-Nom-la-Bretèche,200034130,CC Gally Mauldre,CC,11,4877,2.748,1.608,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78575,78,Saint-Rémy-lès-Chevreuse,200033173,CC de la Haute Vallée de Chevreuse,CC,10,7747,2.709,1.902,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78576,78,Saint-Rémy-l'Honoré,247800618,CC Coeur d'Yvelines,CC,31,1689,2.316,1.503,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78586,78,Sartrouville,200058519,CA Saint Germain Boucles de Seine,CA,19,51570,1.998,1.309,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78588,78,Saulx-Marchais,247800618,CC Coeur d'Yvelines,CC,31,956,2.195,1.51,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78590,78,Senlisse,200033173,CC de la Haute Vallée de Chevreuse,CC,10,509,2.27,1.519,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78591,78,Septeuil,247800550,CC du Pays Houdanais (CCPH),CC,36,2234,1.591,1.156,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78597,78,Soindres,200059889,CU Grand Paris Seine et Oise,CU,73,731,2.784,1.509,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78601,78,Sonchamp,200073344,CA Rambouillet Territoires,CA,36,1664,3.29,1.891,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78605,78,Tacoignières,247800550,CC du Pays Houdanais (CCPH),CC,36,1194,1.301,0.992,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78606,78,Le Tartre-Gaudran,247800550,CC du Pays Houdanais (CCPH),CC,36,37,2.094,1.12,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78608,78,Le Tertre-Saint-Denis,200059889,CU Grand Paris Seine et Oise,CU,73,129,0.987,0.666,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78609,78,Tessancourt-sur-Aubette,200059889,CU Grand Paris Seine et Oise,CU,73,971,2.016,1.017,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78615,78,Thiverval-Grignon,247800618,CC Coeur d'Yvelines,CC,31,1102,1.679,1.096,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78616,78,Thoiry,247800618,CC Coeur d'Yvelines,CC,31,1432,2.253,1.476,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78618,78,Tilly,247800550,CC du Pays Houdanais (CCPH),CC,36,529,2.01,1.557,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78620,78,Toussus-le-Noble,247800584,CA Versailles Grand Parc (CAVGP),CA,18,1176,3.534,2.335,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78621,78,Trappes,200058782,CA de Saint Quentin en Yvelines,CA,12,34276,3.744,2.477,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78623,78,Le Tremblay-sur-Mauldre,247800618,CC Coeur d'Yvelines,CC,31,956,2.411,1.526,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78624,78,Triel-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,12386,2.962,1.785,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78638,78,Vaux-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,5143,1.758,0.913,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78640,78,Vélizy-Villacoublay,247800584,CA Versailles Grand Parc (CAVGP),CA,18,22481,1.535,0.996,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78642,78,Verneuil-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,16112,1.573,0.855,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78643,78,Vernouillet,200059889,CU Grand Paris Seine et Oise,CU,73,9953,2.178,1.312,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78644,78,La Verrière,200058782,CA de Saint Quentin en Yvelines,CA,12,6142,3.314,2.096,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78646,78,Versailles,247800584,CA Versailles Grand Parc (CAVGP),CA,18,83918,2.626,1.573,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78647,78,Vert,200059889,CU Grand Paris Seine et Oise,CU,73,852,2.623,1.466,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78650,78,Le Vésinet,200058519,CA Saint Germain Boucles de Seine,CA,19,15712,2.452,1.385,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78653,78,Vicq,247800618,CC Coeur d'Yvelines,CC,31,391,2.598,1.742,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78655,78,Vieille-Église-en-Yvelines,200073344,CA Rambouillet Territoires,CA,36,618,2.918,1.89,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78668,78,La Villeneuve-en-Chevrie,200071074,CC Les Portes de l'Ile de France,CC,18,662,2.334,1.359,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78672,78,Villennes-sur-Seine,200059889,CU Grand Paris Seine et Oise,CU,73,5792,3.929,2.327,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78674,78,Villepreux,200058782,CA de Saint Quentin en Yvelines,CA,12,11568,2.334,1.374,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78677,78,Villette,247800550,CC du Pays Houdanais (CCPH),CC,36,537,2.227,1.292,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78681,78,Villiers-le-Mahieu,247800618,CC Coeur d'Yvelines,CC,31,872,1.972,1.359,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78683,78,Villiers-Saint-Frédéric,247800618,CC Coeur d'Yvelines,CC,31,3231,2.025,1.39,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78686,78,Viroflay,247800584,CA Versailles Grand Parc (CAVGP),CA,18,16943,1.695,1.058,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
78688,78,Voisins-le-Bretonneux,200058782,CA de Saint Quentin en Yvelines,CA,12,10740,3.811,2.49,7.886982263808678,3.195587641370757,7.683008584572247,7.615017358160103
91001,91,Abbéville-la-Rivière,200017846,CA Étampois Sud Essonne,CA,37,331,1.978,1.662,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91016,91,Angerville,200017846,CA Étampois Sud Essonne,CA,37,4416,2.236,1.0,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91017,91,Angervilliers,249100074,CC du Pays de Limours (CCPL),CC,14,1720,2.592,1.584,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91021,91,Arpajon,200057859,CA Coeur d'Essonne Agglomération,CA,21,11503,2.172,1.257,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91022,91,Arrancourt,200017846,CA Étampois Sud Essonne,CA,37,119,1.895,1.456,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91027,91,Athis-Mons,200054781,Métropole du Grand Paris,METRO,130,36451,2.246,1.369,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91035,91,Authon-la-Plaine,200017846,CA Étampois Sud Essonne,CA,37,371,2.193,0.947,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91037,91,Auvernaux,249100546,CC du Val d'Essonne (CCVE),CC,21,330,2.549,1.627,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91038,91,Auvers-Saint-Georges,249100553,CC Entre Juine et Renarde (CCEJR),CC,16,1250,2.285,1.379,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91041,91,Avrainville,200057859,CA Coeur d'Essonne Agglomération,CA,21,1045,2.526,1.368,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91044,91,Ballainvilliers,200056232,CA Communauté Paris-Saclay,CA,27,4838,2.369,1.475,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91045,91,Ballancourt-sur-Essonne,249100546,CC du Val d'Essonne (CCVE),CC,21,7795,1.833,1.096,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91047,91,Baulne,249100546,CC du Val d'Essonne (CCVE),CC,21,1468,2.268,1.395,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91064,91,Bièvres,247800584,CA Versailles Grand Parc (CAVGP),CA,18,4700,3.129,2.124,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91067,91,Blandy,200017846,CA Étampois Sud Essonne,CA,37,115,1.57,1.068,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91069,91,Boigneville,249100157,CC des 2 Vallées,CC,15,376,2.199,1.117,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91075,91,Bois-Herpin,200017846,CA Étampois Sud Essonne,CA,37,83,2.12,1.628,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91079,91,Boissy-la-Rivière,200017846,CA Étampois Sud Essonne,CA,37,533,2.851,1.956,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91080,91,Boissy-le-Cutté,249100553,CC Entre Juine et Renarde (CCEJR),CC,16,1343,2.654,1.671,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91081,91,Boissy-le-Sec,200017846,CA Étampois Sud Essonne,CA,37,693,2.18,1.14,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91085,91,Boissy-sous-Saint-Yon,249100553,CC Entre Juine et Renarde (CCEJR),CC,16,3855,2.526,1.471,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91086,91,Bondoufle,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,23,10833,2.328,1.343,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91093,91,Boullay-les-Troux,249100074,CC du Pays de Limours (CCPL),CC,14,632,2.813,1.969,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91095,91,Bouray-sur-Juine,249100553,CC Entre Juine et Renarde (CCEJR),CC,16,2077,1.514,0.813,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91097,91,Boussy-Saint-Antoine,200058477,CA Val d'Yerres Val de Seine,CA,9,7986,2.607,1.799,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91098,91,Boutervilliers,200017846,CA Étampois Sud Essonne,CA,37,429,1.906,0.974,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91099,91,Boutigny-sur-Essonne,249100157,CC des 2 Vallées,CC,15,3048,2.339,1.652,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91100,91,Bouville,200017846,CA Étampois Sud Essonne,CA,37,658,2.592,1.754,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91103,91,Brétigny-sur-Orge,200057859,CA Coeur d'Essonne Agglomération,CA,21,26658,1.521,0.936,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91105,91,Breuillet,200057859,CA Coeur d'Essonne Agglomération,CA,21,9023,1.922,1.164,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91106,91,Breux-Jouy,249100595,CC le Dourdannais en Hurepoix (CCDH),CC,11,1283,1.954,1.083,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91109,91,Brières-les-Scellés,200017846,CA Étampois Sud Essonne,CA,37,1218,2.657,1.615,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91111,91,Briis-sous-Forges,249100074,CC du Pays de Limours (CCPL),CC,14,3375,2.569,1.857,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91112,91,Brouy,200017846,CA Étampois Sud Essonne,CA,37,129,1.733,0.908,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91114,91,Brunoy,200058477,CA Val d'Yerres Val de Seine,CA,9,25792,2.729,1.815,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91115,91,Bruyères-le-Châtel,200057859,CA Coeur d'Essonne Agglomération,CA,21,3738,1.971,1.191,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91121,91,Buno-Bonnevaux,249100157,CC des 2 Vallées,CC,15,523,2.337,1.196,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91122,91,Bures-sur-Yvette,200056232,CA Communauté Paris-Saclay,CA,27,9481,2.616,1.743,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91129,91,Cerny,249100546,CC du Val d'Essonne (CCVE),CC,21,3425,2.067,1.319,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91130,91,Chalo-Saint-Mars,200017846,CA Étampois Sud Essonne,CA,37,1042,2.131,1.107,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91131,91,Chalou-Moulineux,200017846,CA Étampois Sud Essonne,CA,37,380,2.355,1.248,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91132,91,Chamarande,249100553,CC Entre Juine et Renarde (CCEJR),CC,16,1104,2.378,1.358,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91135,91,Champcueil,249100546,CC du Val d'Essonne (CCVE),CC,21,2873,1.459,0.882,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91136,91,Champlan,200056232,CA Communauté Paris-Saclay,CA,27,2606,3.168,2.152,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91137,91,Champmotteux,200017846,CA Étampois Sud Essonne,CA,37,360,1.911,0.939,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91145,91,Chatignonville,200017846,CA Étampois Sud Essonne,CA,37,71,2.209,1.087,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91148,91,Chauffour-lès-Étréchy,249100553,CC Entre Juine et Renarde (CCEJR),CC,16,135,2.368,1.322,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91156,91,Cheptainville,200057859,CA Coeur d'Essonne Agglomération,CA,21,2212,1.361,0.688,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91159,91,Chevannes,249100546,CC du Val d'Essonne (CCVE),CC,21,1550,1.722,1.064,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91161,91,Chilly-Mazarin,200056232,CA Communauté Paris-Saclay,CA,27,19981,3.509,2.357,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91174,91,Corbeil-Essonnes,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,23,53712,1.983,1.3,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91175,91,Corbreuse,249100595,CC le Dourdannais en Hurepoix (CCDH),CC,11,1675,1.894,0.772,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91179,91,Le Coudray-Montceaux,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA,23,4738,3.311,2.141,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
91180,91,Courances,249100157,CC des 2 Vallées,CC,15,336,2.487,1.677,8.380229905190156,2.566917268256444,6.26629803721426,5.133834536512888
